"name","dimension","resolution","aspect_ratio","ppi","hz","cpu","gpu","ram","os","price_min","price_max","url"
"Lenovo ThinkPad E16 G3","16""","2560x1600","16:10","189ppi","60Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1226,00","","https://geizhals.at/lenovo-thinkpad-e16-g3-22aycto1wwde2-22aycto1wwat2-a3767878.html"
"HP OMEN Gaming Laptop 16-ap0188ng","16""","2560x1600","16:10","189ppi","240Hz","AMD Ryzen 9 8940HX, 16C/32T, 2.40-5.30GHz, 64MiB+16MiB Cache, 55W TDP, 75W cTDP, Codename ""Dragon Range"" (Zen 4, TSMC 5nm)","NVIDIA GeForce RTX 5070 - 8GB GDDR7 - Mobile, 36SM/4608SP, 100 TOPS, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB DDR5-5200 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei)","Windows 11 Home","€ 1897,00","€ 1899,00","https://geizhals.at/hp-omen-gaming-laptop-16-ap0188ng-cv3q4ea-abd-a3671034.html"
"MSI Titan 18 HX AI A2XWJG-070","18""","3840x2400","16:10","252ppi","120Hz","Intel Core Ultra 9 285HX, 8P+16E/24T, 2.80-5.50GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5090 - 24GB GDDR7 - Mobile, 82SM/10496SP, 228 TOPS, Codename ""GB203"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2160MHz, 175W Max GPU Power","96GB DDR5-6400 (2x 48GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 96GB)","Windows 11 Pro","€ 6559,00","€ 7221,00","https://geizhals.at/msi-titan-18-hx-ai-a2xwjg-070-001824-070-a3426503.html"
"Lenovo ThinkPad P16 G3 (Intel)","16""","1920x1200","16:10","142ppi","60Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA RTX PRO 2000 Blackwell - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N])","96GB DDR5-5600 (2x 48GB SO-DIMM-Module, 4 Slots gesamt, 2 Slots frei, max. 192GB Non-ECC, max. 128GB ECC)","Windows 11 Pro","€ 4296,61","","https://geizhals.at/lenovo-thinkpad-p16-g3-intel-21rq000gge-a3640496.html"
"Lenovo ThinkPad T16 G5 (AMD)","16""","1920x1200","16:10","142ppi","60Hz","AMD Ryzen AI 5 PRO 440, 3C+3c/12T, 2.00-4.80GHz, 16MiB+6MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Gorgon Point"" (Zen 5 + Zen 5c, TSMC 4nm)","AMD Radeon 840M (iGPU), 4CU/256SP, 4 RT-Cores, 2.80GHz, Architektur ""RDNA 3.5""","16GB DDR5-5600 (1x 16GB Modul, 2 Slots gesamt, 1 Slot frei, max. 96GB)","Windows 11 Home","€ 1889,01","","https://geizhals.at/lenovo-thinkpad-t16-g5-amd-21wxcto1wwde1-21wxcto1wwat1-a3796155.html"
"Acer Swift 16 AI OLED SF16-51-74C3","16""","2880x1800","16:10","212ppi","120Hz","Intel Core Ultra 7 256V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","16GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Home","€ 1410,76","","https://geizhals.at/acer-swift-16-ai-oled-sf16-51-74c3-nx-j3zeg-00l-a3542996.html"
"Lenovo ThinkPad E14 G7 (Intel)","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 256V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","16GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1078,98","€ 1261,81","https://geizhals.at/lenovo-thinkpad-e14-g7-intel-21u2006hge-a3714917.html"
"Lenovo IdeaPad 5 2-in-1 14AKP10","14""","1920x1200","16:10","162ppi","60Hz","AMD Ryzen AI 5 340, 3C+3c/12T, 2.00-4.80GHz, 16MiB+6MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Krackan Point"" (Zen 5 + Zen 5c, TSMC 4nm)","AMD Radeon 840M (iGPU), 4CU/256SP, 4 RT-Cores, 2.90GHz, Architektur ""RDNA 3.5""","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","Windows 11 Home","€ 704,87","€ 783,46","https://geizhals.at/lenovo-ideapad-5-2-in-1-14akp10-83kt004qge-a3653817.html"
"Acer Nitro V16 AI ANV16-42-R5B6","16""","2560x1600","16:10","189ppi","180Hz","AMD Ryzen 7 260, 8C/16T, 3.80-5.10GHz, 16MiB+8MiB Cache, 45W TDP, 35-54W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","NVIDIA GeForce RTX 5070 - 8GB GDDR7 - Mobile, 36SM/4608SP, 100 TOPS, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB DDR5 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 32GB)","Windows 11 Home","€ 1814,00","€ 1819,00","https://geizhals.at/acer-nitro-v16-ai-anv16-42-r5b6-nh-qyyeg-004-a3547600.html"
"HP OmniBook 7 AI 14-fr0475ng","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 255U, 2P+8E+2LPE/14T, 2.00-5.20GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.10GHz, Architektur ""Xe-LPG+""","16GB LPDDR5X-7467 Onboard, nicht erweiterbar","Windows 11 Home","€ 1057,82","€ 1153,00","https://geizhals.at/hp-omnibook-7-ai-14-fr0475ng-bz8d7ea-abd-a3650577.html"
"Acer Nitro V14 ANV14-62-R6XK","14.5""","2560x1600","16:10","208ppi","165Hz","AMD Ryzen AI 7 350, 4C+4c/16T, 2.00-5.00GHz, 16MiB+8MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Krackan Point"" (Zen 5 + Zen 5c, TSMC 4nm)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 60W Max GPU Power","16GB DDR5 (2x 8GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 32GB)","Windows 11 Home","€ 1499,00","€ 1659,00","https://geizhals.at/acer-nitro-v14-anv14-62-r6xk-nh-qw8eg-006-a3631791.html"
"Acer Aspire 17 A17-51M-91QH","17.3""","1920x1080","16:9","127ppi","60Hz","Intel Core i9-13900H, 6P+8E/20T, 2.60-5.40GHz, 24MiB+20MiB Cache, 45-115W TDP (PBP/MTP), Codename ""Raptor Lake-H"" (Raptor Cove /​ Golden Cove + Gracemont, Intel 7)","Intel UHD Graphics [Single-Channel-Konfiguration], Intel Iris Xe Graphics [Dual-Channel-Konfiguration] (iGPU)","32GB LPDDR5 Onboard, nicht erweiterbar","Windows 11 Home","€ 1049,00","€ 1088,99","https://geizhals.at/acer-aspire-17-a17-51m-91qh-nx-jl4eg-00g-a3605340.html"
"HP Victus 15-fa2701ng","15.6""","1920x1080","16:9","141ppi","144Hz","Intel Core i5-13420H, 4P+4E/12T, 2.10-4.60GHz, 12MiB+12MiB Cache, 45-95W TDP (PBP/MTP), Codename ""Raptor Lake-H"" (Raptor Cove /​ Golden Cove + Gracemont, Intel 7)","NVIDIA GeForce RTX 4050 - 6GB GDDR6 - Mobile, 20SM/2560SP, 49 TOPS, Codename ""AD107"" (Ada Lovelace, TSMC N5P [NVIDIA 4N])","16GB DDR4-3200 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei)","Windows 11 Home","€ 878,99","€ 971,39","https://geizhals.at/hp-victus-15-fa2701ng-b7vj8ea-abd-a3552818.html"
"HP EliteBook X Flip G1i","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 2191,30","€ 2539,00","https://geizhals.at/hp-elitebook-x-flip-g1i-b69bnet-abd-a3412626.html"
"Lenovo ThinkBook 14 G6 IRL","14""","1920x1200","16:10","162ppi","60Hz","Intel Core i5-1335U, 2P+8E/12T, 1.30-4.60GHz, 12MiB+12MiB Cache, 15-55W TDP (PBP/MTP), Codename ""Raptor Lake-U"" (Golden Cove + Gracemont, Intel 7)","Intel UHD Graphics [Single-Channel-Konfiguration], Intel Iris Xe Graphics [Dual-Channel-Konfiguration] (iGPU)","16GB DDR5-5200 (2x 8GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 804,94","€ 886,43","https://geizhals.at/lenovo-thinkbook-14-g6-irl-arctic-grey-21kg0066ge-a3001501.html"
"HP ProBook 4 G1i 14","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 225U, 2P+8E+2LPE/14T, 1.50-4.80GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.00GHz, Architektur ""Xe-LPG+""","32GB DDR5-5600 (1x 32GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 48GB)","Windows 11 Pro","€ 1077,98","€ 1186,00","https://geizhals.at/hp-probook-4-g1i-14-c7sq8es-abd-a3658812.html"
"Acer Aspire 16 AI A16-11M-X05M","16""","1920x1200","16:10","142ppi","120Hz","Qualcomm Snapdragon X - X1-26-100, 8x Oryon (2.97GHz), ARMv8.7-A, 18MiB Cache (12MiB L2 + 6MiB SLC)","Qualcomm Adreno X1-45, 1.70 TFLOPS (FP32)","16GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Home","€ 747,00","","https://geizhals.at/acer-aspire-16-ai-a16-11m-x05m-nx-jlneg-00g-a3661009.html"
"Lenovo LOQ 17IRX10","17.3""","1920x1080","16:9","127ppi","165Hz","Intel Core i7-14700HX, 8P+12E/28T, 2.10-5.50GHz, 33MiB+28MiB Cache, 55-157W TDP (PBP/MTP), Codename ""Raptor Lake-HX"" (Raptor Cove + Gracemont, Intel 7)","NVIDIA GeForce RTX 5070 - 8GB GDDR7 - Mobile, 36SM/4608SP, 100 TOPS, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2662MHz, 115W Max GPU Power","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 32GB)","N/​A","€ 1383,71","€ 1551,00","https://geizhals.at/lenovo-loq-17irx10-83jh000xge-a3552262.html"
"LG gram Pro 16 (2025)","16""","2560x1600","16:10","189ppi","144Hz","Intel Core Ultra 7 256V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","16GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 1209,08","","https://geizhals.at/lg-gram-pro-16-2025-16z90ts-g-au89g-a3430905.html"
"Acer TravelMate P6 TMP614-54-TCO-79VM","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Pro","€ 1802,92","€ 1854,45","https://geizhals.at/acer-travelmate-p6-tmp614-54-tco-79vm-nx-bjleg-002-a3464661.html"
"Acer Nitro 16S AI AN16S-61-R7CZ","16""","2560x1600","16:10","189ppi","180Hz","AMD Ryzen AI 7 350, 4C+4c/16T, 2.00-5.00GHz, 16MiB+8MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Krackan Point"" (Zen 5 + Zen 5c, TSMC 4nm)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1712MHz, 115W Max GPU Power","32GB DDR5 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 32GB)","Windows 11 Home","€ 2217,48","€ 2583,24","https://geizhals.at/acer-nitro-16s-ai-an16s-61-r7cz-nh-qzveg-003-a3665580.html"
"Lenovo ThinkPad X13 2-in-1 G5 (Intel)","13.3""","1920x1200","16:10","170ppi","60Hz","Intel Core Ultra 7 155U, 2P+8E+2LPE/14T, 1.70-4.80GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Meteor Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 4)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 1.95GHz, Architektur ""Xe-LPG""","16GB LPDDR5X-6400 Onboard, nicht erweiterbar","N/​A","€ 1139,00","","https://geizhals.at/lenovo-thinkpad-x13-2-in-1-g5-intel-21lw004bge-a3791090.html"
"Lenovo ThinkPad X13 G4 (AMD)","13.3""","1920x1200","16:10","170ppi","60Hz","AMD Ryzen 5 PRO 7540U, 6C/12T, 3.20-4.90GHz, 16MiB+6MiB Cache, 15W TDP, 28W cTDP, Codename ""Phoenix"" (Zen 4, TSMC 4nm)","AMD Radeon 740M (iGPU), 4CU/256SP, 4 RT-Cores, 2.50GHz, Architektur ""RDNA 3""","16GB LPDDR5-6400 Onboard, nicht erweiterbar","N/​A","€ 859,01","","https://geizhals.at/lenovo-thinkpad-x13-g4-amd-21j30084ge-a3752499.html"
"HP ProBook 4 G1a 16","16""","1920x1200","16:10","142ppi","60Hz","AMD Ryzen 5 230, 6C/12T, 3.50-4.90GHz, 16MiB+6MiB Cache, 28W TDP, 15-35W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","AMD Radeon 760M (iGPU), 8CU/512SP, 8 RT-Cores, 2.60GHz, Architektur ""RDNA 3""","32GB DDR5-5600 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 835,97","€ 914,00","https://geizhals.at/hp-probook-4-g1a-16-c65t9es-abd-a3610917.html"
"HP ProBook 440 G11","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 125U, 2P+8E+2LPE/14T, 1.30-4.30GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Meteor Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 4)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 1.85GHz, Architektur ""Xe-LPG""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei)","FreeDOS","€ 704,88","€ 778,00","https://geizhals.at/hp-probook-440-g11-c7sp0es-abd-a3657667.html"
"Medion Avantum 17 E1e","17.3""","1920x1080","16:9","127ppi","60Hz","Intel N100, 4E/4T, 0.80-3.40GHz, 6MiB+2MiB Cache, 25W TDP (MTP), Codename ""Alder Lake-N"" (Gracemont, Intel 7)","Intel UHD Graphics (iGPU), 24EU/384SP, 0.75GHz, Architektur ""Xe-LP / Gen 12.2""","4GB DDR4-3200 (1x 4GB Modul, 2 Slots gesamt, 1 Slot frei)","Windows 11 Home S","€ 347,99","€ 397,22","https://geizhals.at/medion-avantum-17-e1-30039901-md600001-a3598076.html"
"Dell Pro 16 Plus PB16250","16""","1920x1200","16:10","142ppi","60Hz","Intel Core Ultra 5 235U, 2P+8E+2LPE/14T, 2.00-4.90GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.05GHz, Architektur ""Xe-LPG+""","16GB DDR5-5600","Windows 11 Pro","€ 1019,00","€ 1435,00","https://geizhals.at/dell-pro-16-plus-pb16250-2ht48-a3521562.html"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1242,35","€ 1687,50","https://geizhals.at/apple-macbook-air-13-m5-mdhc4d-a-z1l3-a3743552.html"
"GIGABYTE AORUS Master 18 AM8H","18""","2560x1600","16:10","168ppi","240Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5090 - 24GB GDDR7 - Mobile, 82SM/10496SP, 228 TOPS, Codename ""GB203"" (Blackwell, TSMC N5P [NVIDIA 4N]), 175W Max GPU Power","64GB DDR5-5600 (2x 32GB SO-DIMM-Module, 4 Slots gesamt, 2 Slots frei, max. 128GB)","Windows 11 Pro","€ 4999,00","€ 5944,00","https://geizhals.at/gigabyte-aorus-master-18-am8h-bzhc6ded42sp-a3452138.html"
"MSI Cyborg 15 B2RWEKG-067","15.6""","1920x1080","16:9","141ppi","144Hz","Intel Core 7 240H, 6P+4E/16T, 2.50-5.20GHz, 24MiB+16MiB Cache, 45-115W TDP (PBP/MTP), Codename ""Raptor Lake-H"" (Raptor Cove /​ Golden Cove + Gracemont, Intel 7)","NVIDIA GeForce RTX 5050 - 8GB GDDR7 - Mobile, 20SM/2560SP, Codename ""GB207"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1500MHz, 45W Max GPU Power","16GB DDR5-5600 (2x 8GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 96GB)","Windows 11 Home","€ 1007,39","€ 1457,88","https://geizhals.at/msi-cyborg-15-b2rwekg-067-0015q3-067-a3526495.html"
"Lenovo ThinkBook 16 G6 IRL","16""","1920x1200","16:10","142ppi","60Hz","Intel Core i7-13700H, 6P+8E/20T, 2.40-5.00GHz, 24MiB+20MiB Cache, 45-115W TDP (PBP/MTP), Codename ""Raptor Lake-H"" (Raptor Cove /​ Golden Cove + Gracemont, Intel 7)","Intel UHD Graphics [Single-Channel-Konfiguration], Intel Iris Xe Graphics [Dual-Channel-Konfiguration] (iGPU)","32GB DDR5-5200 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 1114,50","€ 1199,00","https://geizhals.at/lenovo-thinkbook-16-g6-irl-arctic-grey-21kh00mvge-a3110321.html"
"Lenovo LOQ 15AHP10","15.6""","1920x1080","16:9","141ppi","144Hz","AMD Ryzen 5 220, 2C+4c/12T, 3.70-4.90GHz, 16MiB+6MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point2"" (Zen 4 + Zen 4c, TSMC 4nm)","NVIDIA GeForce RTX 5050 - 8GB GDDR7 - Mobile, 20SM/2560SP, Codename ""GB207"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2662MHz, 100W Max GPU Power","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 32GB)","Windows 11 Home","€ 906,55","€ 1066,00","https://geizhals.at/lenovo-loq-15ahp10-83jg000rge-a3648422.html"
"Dell XPS 13 9350 (2024)","13.4""","1920x1200","16:10","169ppi","120Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1989,82","","https://geizhals.at/dell-xps-13-9350-2024-bn93905cb-a3314833.html"
"ASUS ROG Zephyrus G16 (2025) GA605KM-QR009W","16""","2560x1600","16:10","189ppi","240Hz","AMD Ryzen AI 7 350, 4C+4c/16T, 2.00-5.00GHz, 16MiB+8MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Krackan Point"" (Zen 5 + Zen 5c, TSMC 4nm)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1737MHz, 90W Total Graphics Power (TGP), 15W Dynamic Boost, 105W Max GPU Power","32GB LPDDR5X-7500 Onboard, nicht erweiterbar","Windows 11 Home","€ 2499,00","€ 2882,84","https://geizhals.at/asus-rog-zephyrus-g16-2025-ga605km-qr009w-90nr0ne2-m000r0-a3502837.html"
"Samsung Galaxy Book5 Pro 16""","16""","2880x1800","16:10","212ppi","120Hz","Intel Core Ultra 5 226V, 4P+4LPE/8T, 2.10-4.50GHz, 8MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 130V (iGPU), 7Xe/56EU/896SP, 1.85GHz, Architektur ""Xe2-LPG""","16GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 1209,08","","https://geizhals.at/samsung-galaxy-book5-pro-16-a3464561.html"
"HP ZBook 8 G1i 16","16""","1920x1200","16:10","142ppi","60Hz","Intel Core Ultra 7 265H, 6P+8E+2LPE/16T, 2.20-5.30GHz, 24MiB+28MiB Cache, 28-115W TDP (PBP/MTP), Codename ""Arrow Lake-H"" (Lion Cove + Skymont + Skymont, TSMC N3B)","NVIDIA RTX 500 Ada Generation - 4GB GDDR6 - Mobile, 16SM/2048SP, Codename ""AD107"" (Ada Lovelace, TSMC N5P [NVIDIA 4N])","64GB DDR5-5600 (2x 32GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 3365,04","€ 5044,99","https://geizhals.at/hp-zbook-8-g1i-16-a3zu0et-abd-a3507017.html"
"HP OMEN Gaming Laptop 16-ap0493ng","16""","2560x1600","16:10","189ppi","240Hz","AMD Ryzen 9 8940HX, 16C/32T, 2.40-5.30GHz, 64MiB+16MiB Cache, 55W TDP, 75W cTDP, Codename ""Dragon Range"" (Zen 4, TSMC 5nm)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB DDR5-5200 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei)","Windows 11 Home","€ 1784,77","€ 1789,90","https://geizhals.at/hp-omen-gaming-laptop-16-ap0493ng-bz8k7ea-abd-a3560524.html"
"Apple MacBook Pro 16.2""","16.2""","3456x2234","3:2","254ppi","120Hz","Apple M5 Max - 18 Core, 6x Everest Gen4 ""Super"" (4.61GHz) + 12x Everest Gen4 M ""Performance"" (4.38GHz), TSMC N3P, ARMv9.2-A","Apple 40-Core GPU, Architektur ""G18"", 40C/​640EU/​5120SP","128GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 5777,15","€ 5947,00","https://geizhals.at/apple-macbook-pro-16-2-z1mw-a3750146.html"
"Lenovo ThinkPad E14 G7 (Intel)","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1323,23","€ 1622,00","https://geizhals.at/lenovo-thinkpad-e14-g7-intel-21u20020ge-a3568260.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","32GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1869,58","€ 1949,00","https://geizhals.at/apple-macbook-air-15-m5-z1lw-a3749892.html"
"Lenovo ThinkPad X1 2-in-1 G10","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 7 265U, 2P+8E+2LPE/14T, 2.10-5.30GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.10GHz, Architektur ""Xe-LPG+""","64GB LPDDR5X-8400 Onboard, nicht erweiterbar","Windows 11 Pro","€ 3326,72","€ 4307,00","https://geizhals.at/lenovo-thinkpad-x1-2-in-1-g10-21q0005vge-a3527371.html"
"Acer Predator Helios Neo 16 PHN16-73-9915","16""","2560x1600","16:10","189ppi","240Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1907MHz, 140W Max GPU Power","32GB DDR5-6400 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Home","€ 2399,00","€ 2459,00","https://geizhals.at/acer-predator-helios-neo-16-phn16-73-9915-nh-qx2eg-002-a3581855.html"
